"sample","site","species","ssd","per.N","per.C","ht","dbh","dbh2","dbh3","lma","type","C.N"
"kl_betpap_14","kl","betpap",0.600551181102362,1.7,44.5,14.33,23.3,18.6,NA,0.0533913394553475,"tree",26
"kl_betpap_3","kl","betpap",NA,2.5,47.9,NA,NA,NA,NA,NA,NA,19.3
"kl_betpap_5","kl","betpap",0.612033426183844,1.7,46.3,11.73,12.7,7.9,NA,0.0621941637385217,"tree",26.9
"kl_betpap_6","kl","betpap",0.537444933920705,1.7,45.7,10.48,9.8,NA,NA,0.0544577621863244,"tree",27.1
"kl_betpap_7","kl","betpap",0.552354497354497,2,48.5,13.48,11.9,NA,NA,0.0651772004592961,"tree",24.9
"kl_betpap_8","kl","betpap",0.552325581395349,NA,NA,11.28,15.5,NA,NA,0.0555602958303081,"tree",NA
"kl_betpap_9","kl","betpap",0.571127596439169,2.1,46.6,13.52,17.1,14.9,9.9,0.0392820824222954,"tree",22.6
"kl_corsto_10","kl","corsto",0.561385767790262,2.2,41.7,3.13,3.181,3.748,NA,0.0497391508076341,"shrub",19.1
"kl_corsto_11","kl","corsto",0.498676470588235,1.8,43.4,2.9,3.79,3.949,1.933,0.0301294365823473,"shrub",24.1
"kl_corsto_12","kl","corsto",0.51991452991453,NA,NA,3.34,2.696,NA,NA,NA,"shrub",NA
"kl_corsto_13","kl","corsto",0.54332298136646,1.7,45.2,3.38,2.869,2.002,1.432,0.0580956756605035,"shrub",26.5
"kl_corsto_2","kl","corsto",NA,1.6,46.3,NA,NA,NA,NA,0.0411751414932695,NA,28.9
"kl_corsto_3","kl","corsto",0.490286738351255,1.6,43.3,3.52,3.183,2.246,2.11,0.0374176416839184,"shrub",26.4
"kl_corsto_5","kl","corsto",0.474265129682997,2,44.7,4.62,2.674,NA,NA,0.0338476976695374,"shrub",22
"kl_corsto_6","kl","corsto",0.517113702623907,1.8,44.6,4.81,3.2,NA,NA,0.0502516695222653,"shrub",24.7
"kl_corsto_7","kl","corsto",0.490549132947977,2.4,44.3,4.71,4.85,4.612,3.148,0.0402250328105597,"shrub",18.5
"kl_corsto_8","kl","corsto",0.511328125,2.1,44,2.15,1.914,NA,NA,0.0510144618936576,"shrub",20.6
"kl_corsto_9","kl","corsto",0.524162679425837,2,44.2,2.76,2.39,NA,NA,0.0468195569028407,"shrub",22.6
"kl_loninv_1","kl","loninv",0.541910447761194,2.3,43.2,1.68,0.992,NA,NA,0.084792844128233,"shrub",19.2
"kl_loninv_10","kl","loninv",0.497411444141689,2,45,2,1.889,2.225,1.602,0.0399736822375293,"shrub",22.7
"kl_loninv_2","kl","loninv",0.480737463126844,2.1,42.2,1.61,1.102,NA,NA,0.0286755881933728,"shrub",20
"kl_loninv_3","kl","loninv",0.66697247706422,NA,NA,2.05,1.256,0.968,NA,0.0695263131546926,"shrub",NA
"kl_loninv_4","kl","loninv",0.472038567493113,1.9,44.5,1.39,1.225,NA,NA,0.0339004001468809,"shrub",23.3
"kl_loninv_5","kl","loninv",0.493732876712329,1.8,45.5,1.02,0.761,NA,NA,0.0603054627080674,"shrub",24.9
"kl_loninv_6","kl","loninv",0.468805970149254,1.7,43.8,1.3,1.494,NA,NA,0.0546124918618646,"shrub",26.3
"kl_loninv_7","kl","loninv",0.566516393442623,2.2,45.7,1.4,1.879,NA,NA,0.0488361562846127,"shrub",20.8
"kl_loninv_8","kl","loninv",0.568743961352657,3.2,46.4,1.66,2.07,1.954,2.223,0.0448021943156324,"shrub",14.6
"kl_loninv_9","kl","loninv",0.352626262626263,2,44.2,1.68,1.234,1.177,0.975,0.0468521170258506,"shrub",22.4
"kl_popbal_1","kl","popbal",0.523925729442971,2.3,43,10.48,14.7,NA,NA,0.0439428334292068,"tree",19.1
"kl_popbal_10","kl","popbal",0.554516129032258,1.5,44.5,15.62,24,23.5,12.5,0.0835723492851699,"tree",29.8
"kl_popbal_11","kl","popbal",0.53352808988764,1.6,43.3,15.34,20.1,NA,NA,0.0736715970601584,"tree",26.9
"kl_popbal_3","kl","popbal",0.631097922848665,NA,NA,17.57,19.5,NA,NA,NA,"tree",NA
"kl_popbal_4","kl","popbal",0.519866071428571,2.2,45,19.14,32.6,NA,NA,0.0592997679956274,"tree",20.3
"kl_popbal_5","kl","popbal",0.511881443298969,2.3,43,17.35,23.2,NA,NA,0.0565417962320506,"tree",19.1
"kl_popbal_6","kl","popbal",0.504574468085106,1.6,45.2,17.13,18.5,17.5,21.5,0.0678720618925112,"tree",27.5
"kl_popbal_7","kl","popbal",0.680965250965251,1.9,42.3,17.13,25.8,NA,NA,0.0490410605970922,"tree",21.8
"kl_popbal_8","kl","popbal",0.556038186157518,2.4,43.1,15.08,20.5,NA,NA,0.0511656713190751,"tree",17.8
"kl_popbal_8_02","kl","popbal",NA,1.7,44.5,NA,NA,NA,NA,0.0555389542688358,NA,26.8
"kl_popbal_9","kl","popbal",0.579642857142857,1.5,45.4,6.38,7.2,NA,NA,0.0683308576394907,"tree",29.4
"kl_poptre_1","kl","poptre",0.513415233415233,2.5,48.8,5.78,2.85,NA,NA,0.046141591540551,"tree",19.5
"kl_poptre_10","kl","poptre",0.588050139275766,2.3,48.6,14.71,20,NA,NA,NA,"tree",21.4
"kl_poptre_2","kl","poptre",0.505273224043716,2.6,46.6,4.62,2.682,NA,NA,0.0598659223374236,"tree",18.1
"kl_poptre_3","kl","poptre",0.532357723577236,2.2,47.5,7.14,7.2,NA,NA,0.0759956231002554,"tree",21.8
"kl_poptre_4","kl","poptre",0.53205,2.5,48.2,5.09,6.1,NA,NA,0.0661712600396444,"tree",19.3
"kl_poptre_5","kl","poptre",0.58479809976247,2.1,47.7,15.87,21.7,NA,NA,0.0698692456751879,"tree",22.4
"kl_poptre_6","kl","poptre",0.535374677002584,2,45.3,8.62,9.9,NA,NA,0.0662304734473819,"tree",23
"kl_poptre_7","kl","poptre",0.514864130434783,2.2,47.6,10.14,11.8,NA,NA,0.0584145246506523,"tree",22.1
"kl_poptre_8","kl","poptre",0.613276353276353,2.3,48.4,12.66,13.3,NA,NA,0.0739719726878806,"tree",20.9
"kl_poptre_9","kl","poptre",0.604080604534005,2.4,47.1,10.42,8.8,NA,NA,NA,"tree",19.8
"kl_rhoalb_1","kl","rhoalb",0.387023809523809,2.5,44.2,1.02,1.76,NA,NA,0.0257973640524041,"shrub",17.6
"kl_rhoalb_10","kl","rhoalb",0.407388059701493,2.6,44.9,1.1,1.392,1.375,NA,0.0283584890030773,"shrub",17.4
"kl_rhoalb_2","kl","rhoalb",0.350590405904059,3,45.6,1.32,1.639,1.279,1.587,0.0344299663531955,"shrub",15.5
"kl_rhoalb_3","kl","rhoalb",0.351055900621118,2,45.7,1.1,1.228,1.447,1.453,0.0481682099442182,"shrub",23.2
"kl_rhoalb_4","kl","rhoalb",0.405488505747126,2,45.7,1.33,1.288,1.649,1.187,0.0395108241111087,"shrub",22.9
"kl_rhoalb_5","kl","rhoalb",0.379855072463768,2.5,44,1.91,1.643,0.999,NA,0.0192497787323949,"shrub",17.5
"kl_rhoalb_6","kl","rhoalb",0.375393700787402,2.7,45.6,2.01,1.744,1.433,0.75,0.0197740053437683,"shrub",16.6
"kl_rhoalb_7","kl","rhoalb",0.368950819672131,2.1,43.7,1.82,1.742,1.296,1.212,0.0241751288429055,"shrub",20.4
"kl_rhoalb_8","kl","rhoalb",0.413492063492064,2.6,44.8,1.21,0.985,NA,NA,0.0291941973600613,"shrub",17.5
"kl_rhoalb_9","kl","rhoalb",0.37735632183908,2.5,46.5,1.66,1.901,NA,NA,0.0321312960336033,"shrub",18.4
"kl_riblac_1","kl","riblac",0.522926829268293,3.3,41,1.52,0.648,0.62,NA,0.0166938177592172,"shrub",12.5
"kl_riblac_10","kl","riblac",0.539095477386935,2.1,42.1,0.5,0.471,NA,NA,0.0367241328099155,"shrub",20.5
"kl_riblac_11","kl","riblac",0.697133757961783,1.6,44.7,1.21,0.742,NA,NA,0.0446061001478357,"shrub",27.8
"kl_riblac_12","kl","riblac",0.55747619047619,3.1,42.3,1.07,0.655,0.69,NA,0.0202563764389377,"shrub",13.9
"kl_riblac_13","kl","riblac",0.555261044176707,3.3,42.2,1.3,0.743,NA,NA,0.0255006370869702,"shrub",13
"kl_riblac_2","kl","riblac",0.545,2.4,41.6,1.4,0.592,NA,NA,0.0375793300331195,"shrub",17.4
"kl_riblac_3","kl","riblac",0.569245283018868,2.9,42.7,1.22,0.849,NA,NA,0.0301928430075976,"shrub",14.8
"kl_riblac_7","kl","riblac",0.495789473684211,1.8,40.2,0.54,0.337,0.377,NA,0.0304678529948232,"shrub",22.8
"kl_riblac_8","kl","riblac",0.638813559322034,1.5,40.9,0.86,0.728,NA,NA,0.0352607996623011,"shrub",27.3
"kl_riblac_9","kl","riblac",0.586919642857143,1.8,40,0.55,0.565,2.422,NA,0.037909084442211,"shrub",21.9
"kl_rubpar_1","kl","rubpar",0.331862348178138,2.4,42.5,1.09,0.574,0.765,NA,0.0237967800039408,"shrub",17.6
"kl_rubpar_10","kl","rubpar",0.394324324324324,2.5,44.6,0.98,0.802,0.856,NA,0.030986251359296,"shrub",17.8
"kl_rubpar_11","kl","rubpar",0.36134375,2.8,43.9,0.91,0.727,NA,NA,0.0323515462249209,"shrub",15.4
"kl_rubpar_12","kl","rubpar",0.424391891891892,1.8,42.6,0.91,0.616,NA,NA,0.0394465566450087,"shrub",23.2
"kl_rubpar_3","kl","rubpar",0.335038560411311,2.4,45.3,1.29,0.731,NA,NA,0.0343967618402484,"shrub",19.3
"kl_rubpar_4","kl","rubpar",0.387533783783784,1.7,42.5,0.96,0.69,NA,NA,0.0313323098518283,"shrub",25.1
"kl_rubpar_6","kl","rubpar",0.33025,2.1,44.4,0.72,0.761,NA,NA,0.0317005075289286,"shrub",21.3
"kl_rubpar_7","kl","rubpar",0.359352112676056,2.3,44,0.68,0.718,NA,NA,0.0307068954811706,"shrub",19.3
"kl_rubpar_8","kl","rubpar",0.270627062706271,1.7,43.2,0.84,0.725,NA,NA,0.0374255607462543,"shrub",25
"kl_rubpar_9","kl","rubpar",0.374703389830508,1.9,42.3,0.68,0.655,NA,NA,0.0328786452341067,"shrub",21.8
"kl_samrac_1","kl","samrac",0.27578125,4.4,48.7,1.22,1.469,1.219,1.45,0.0342837721086993,"shrub",11.1
"kl_samrac_10","kl","samrac",0.307245119305857,4.4,44.4,2.18,2.964,2.145,NA,0.0245834980300693,"shrub",10.1
"kl_samrac_2","kl","samrac",0.23058064516129,3.3,45,2.11,2.409,1.693,2.422,0.0291640350604654,"shrub",13.8
"kl_samrac_3","kl","samrac",0.189157894736842,4.5,45.5,1.95,7.269,NA,NA,0.0321618188799517,"shrub",10.2
"kl_samrac_4","kl","samrac",0.312170900692841,4.6,46,1.48,1.575,1.62,1.622,0.0327832833307974,"shrub",10
"kl_samrac_5","kl","samrac",0.178772727272727,6.1,47.3,1.6,1.602,2.46,1.759,NA,"shrub",7.7
"kl_samrac_6","kl","samrac",0.314064837905237,3.3,45.5,1.03,1.144,1.027,0.97,0.0350503001381908,"shrub",14
"kl_samrac_7","kl","samrac",0.273474801061008,3.1,43.3,1.96,2.126,1.138,1.999,0.0357910511038389,"shrub",13.8
"kl_samrac_8","kl","samrac",0.271031578947368,4.4,42.5,2.24,2.261,2.078,2.694,0.0290978192528403,"shrub",9.7
"kl_samrac_9","kl","samrac",0.416088019559902,5.2,45,2.11,2.237,2.134,2.128,0.0196777366800395,"shrub",8.6
"kl_shecan_1","kl","shecan",0.527696335078534,3.4,47.7,1.48,1.45,NA,NA,0.0459577881615543,"shrub",14
"kl_shecan_2","kl","shecan",0.541535580524345,3.5,46.2,2,3.187,NA,NA,0.0403313395506751,"shrub",13.1
"kl_shecan_3","kl","shecan",0.529869706840391,2.9,42.8,2.24,3.704,2.646,NA,0.0406750734589218,"shrub",14.7
"kl_shecan_4","kl","shecan",0.583636363636364,2.8,43.3,1.71,1.904,1.25,1.185,0.0527493556787109,"shrub",15.5
"kl_shecan_4_02","kl","shecan",0.562139917695473,3.2,43.7,1.68,3.679,NA,NA,0.0508248248537003,"shrub",13.9
"kl_shecan_5","kl","shecan",0.540204918032787,3.4,48.6,2.19,3.985,NA,NA,0.0471904577269731,"shrub",14.5
"kl_shecan_6","kl","shecan",0.48557003257329,2.8,43.1,1.59,1.401,2.031,2.819,0.0657371797916448,"shrub",15.6
"kl_shecan_7","kl","shecan",0.476494464944649,3.2,42.5,1.63,2.391,1.753,1.825,0.0448301343660201,"shrub",13.4
"kl_shecan_8","kl","shecan",0.468567567567568,2.6,42.4,2.04,4.577,NA,NA,0.0590271371643909,"shrub",16.1
"kl_shecan_9","kl","shecan",0.555329341317365,2.8,43,2.37,5.292,NA,NA,NA,"shrub",15.1
"kl_sorsco_1","kl","sorsco",0.559094650205761,1.9,43.5,1.76,1.612,NA,NA,0.0386141449439508,"shrub",23.3
"kl_sorsco_1","kl","sorsco",0.577448559670782,1.9,43.5,1.76,1.612,NA,NA,0.0386141449439508,"shrub",23.3
"kl_sorsco_10","kl","sorsco",0.574272445820433,1.8,45.1,5.48,2.624,NA,NA,0.0304150933546401,"shrub",24.7
"kl_sorsco_2","kl","sorsco",0.536174496644295,2.2,41.8,3.82,2.8,NA,NA,0.0429264231417681,"shrub",18.9
"kl_sorsco_3","kl","sorsco",0.518675078864353,1.9,42.1,2.12,1.456,1.168,0.798,0.0349608447629632,"shrub",22.4
"kl_sorsco_4","kl","sorsco",0.505857142857143,1.9,43.9,7.48,3.71,NA,NA,0.0560199079012138,"shrub",22.9
"kl_sorsco_5","kl","sorsco",0.502834008097166,2.2,41.7,2.51,2.502,NA,NA,0.042912070483142,"shrub",18.7
"kl_sorsco_6","kl","sorsco",0.469297658862876,2.3,42.8,2.08,2.564,NA,NA,0.0499993089055341,"shrub",18.4
"kl_sorsco_7","kl","sorsco",NA,3.2,44.5,2.72,2.247,2.322,2.354,0.0452519225580945,"shrub",13.7
"kl_sorsco_8","kl","sorsco",0.464354354354354,2.9,44,4.8,4.465,3.745,1.245,0.0258184415129384,"shrub",15.1
"kl_sorsco_9","kl","sorsco",0.4991961414791,3.2,44.7,3.37,2.591,NA,NA,0.0393675336605697,"shrub",14
"kl_spibet_10","kl","spibet",0.570720720720721,1.9,45.9,0.7,0.51,NA,NA,0.0268711204438752,"shrub",24.3
"kl_spibet_11","kl","spibet",0.523801652892562,1.9,46.2,0.76,4.71,NA,NA,0.0364722688764218,"shrub",24.1
"kl_spibet_12","kl","spibet",0.552783505154639,1.7,49.6,0.63,0.33,NA,NA,0.0296129833351062,"shrub",29.5
"kl_spibet_3","kl","spibet",0.4948,1.7,46.3,0.58,0.443,NA,NA,0.0305854879911899,"shrub",27.6
"kl_spibet_4","kl","spibet",0.489444444444444,1.3,47.7,0.4,0.316,NA,NA,0.0357668728357176,"shrub",38.3
"kl_spibet_5","kl","spibet",0.503731343283582,1.7,47.1,0.72,0.577,NA,NA,0.0401941432752605,"shrub",28
"kl_spibet_6","kl","spibet",0.437837837837838,1.7,46.1,0.54,0.356,NA,NA,0.0369672410182482,"shrub",27.8
"kl_spibet_7","kl","spibet",0.455454545454545,1.3,46,0.58,0.335,1.229,NA,0.0483039751756561,"shrub",35.8
"kl_spibet_8","kl","spibet",0.532380952380952,1.8,46.8,0.66,0.398,NA,NA,0.0356302174139866,"shrub",25.4
"kl_spibet_9","kl","spibet",0.429444444444444,1.7,46.4,0.55,0.292,NA,NA,NA,"shrub",26.7
"kl_symalb_1","kl","symalb",0.647578125,2,45.8,1.43,1.003,0.917,0.985,0.0402427714362415,"shrub",22.4
"kl_symalb_10","kl","symalb",0.689047619047619,2,44.6,1.28,0.961,0.93,NA,0.0414964798121172,"shrub",22.2
"kl_symalb_11","kl","symalb",0.674958677685951,2.1,45.6,0.82,0.666,NA,NA,0.0457453275048459,"shrub",21.4
"kl_symalb_12","kl","symalb",0.619874213836478,1.7,43.7,0.79,0.411,NA,NA,0.0535125200231218,"shrub",26.4
"kl_symalb_2","kl","symalb",0.525878378378378,1.8,44.3,1.22,0.837,NA,NA,0.0337290047760017,"shrub",24.9
"kl_symalb_2_02","kl","symalb",0.620879120879121,1.9,44.8,1.66,1.036,1.069,NA,0.0467644569277434,"shrub",23.1
"kl_symalb_3","kl","symalb",0.58264367816092,2.2,53.8,0.67,0.6,NA,NA,0.0447586203884964,"shrub",24.5
"kl_symalb_7","kl","symalb",0.595486725663717,2.2,43,0.76,0.566,NA,NA,0.0254205222946007,"shrub",19.8
"kl_symalb_8","kl","symalb",0.509904761904762,2.2,44.3,1.36,1.033,NA,NA,0.0427321026107621,"shrub",20.6
"kl_symalb_9","kl","symalb",0.559890909090909,1.9,43.3,0.91,0.842,NA,NA,0.0358617325103427,"shrub",22.9
"kl_vacmem_1","kl","vacmem",0.575854166666667,1.6,43.1,0.66,1.187,NA,NA,0.0540340985136067,"shrub",26.7
"kl_vacmem_10","kl","vacmem",0.5730859375,2.2,45.9,0.61,0.777,NA,NA,0.034398397303684,"shrub",21.1
"kl_vacmem_11","kl","vacmem",0.58463963963964,2.1,44.7,0.42,0.625,NA,NA,0.0236080223826922,"shrub",21.5
"kl_vacmem_2","kl","vacmem",0.547527472527473,1.7,45,0.92,1.558,NA,NA,0.0457108403170649,"shrub",26.6
"kl_vacmem_3","kl","vacmem",0.534756554307116,2.2,44,0.91,1.387,NA,NA,0.0413318057060407,"shrub",20.3
"kl_vacmem_4","kl","vacmem",0.58101083032491,2.7,42.8,0.8,1.102,NA,NA,0.0329995098960606,"shrub",16.1
"kl_vacmem_5","kl","vacmem",0.555454545454545,2.2,44.6,0.79,0.764,NA,NA,0.0255709378199779,"shrub",20.3
"kl_vacmem_6","kl","vacmem",0.587032967032967,2.2,45.9,0.8,1.087,NA,NA,0.0323630022120012,"shrub",20.5
"kl_vacmem_7","kl","vacmem",0.578727272727273,2.1,45.2,0.75,1.143,NA,NA,0.0291867104984836,"shrub",22.1
"kl_vacmem_8","kl","vacmem",0.589408866995074,1.8,44.5,0.65,1.336,NA,NA,0.0348848066459446,"shrub",24.4
"kl_vacmem_9","kl","vacmem",NA,2.4,45.7,0.73,1.148,NA,NA,0.0404082946325248,"shrub",19.1
"kl_vibedu_1","kl","vibedu",0.498297872340426,1.6,42.3,1.9,1.594,NA,NA,0.0366115979134042,"shrub",26.1
"kl_vibedu_10","kl","vibedu",0.45,1.9,43,2.23,2.912,NA,NA,0.0449825143959632,"shrub",22.6
"kl_vibedu_2","kl","vibedu",0.449556962025316,1.7,44.1,0.66,0.609,0.406,NA,0.0824349203300851,"shrub",26.1
"kl_vibedu_3","kl","vibedu",0.3487265917603,1.7,44.1,1.61,1.466,1.157,NA,0.0305847260035128,"shrub",25.4
"kl_vibedu_4","kl","vibedu",0.411422018348624,1.7,46.2,1.82,1.55,1.191,NA,0.0475076503583535,"shrub",27.1
"kl_vibedu_5","kl","vibedu",0.389810426540284,1.8,45.8,1.36,1.704,1.07,NA,0.0449382957992721,"shrub",25.8
"kl_vibedu_6","kl","vibedu",0.539344262295082,1.8,43.5,1.4,0.888,1.253,NA,0.0436593277017401,"shrub",24.5
"kl_vibedu_7","kl","vibedu",0.493111111111111,2.2,45.1,1.68,2.137,NA,NA,0.0429462827475267,"shrub",20.1
"kl_vibedu_8","kl","vibedu",1.38407894736842,2.1,44.5,1.83,1.484,1.698,1.513,0.0579048555946089,"shrub",21
"kl_vibedu_9","kl","vibedu",0.487607655502392,1.4,43.8,3.1,1.599,1.191,NA,0.0573026170313482,"shrub",31.8
"mp_acegla_1","mp","acegla",0.545734265734266,1.7,44.8,5.54,2.778,5.005,1.585,0.0309569072143772,"tree",25.9
"mp_acegla_10","mp","acegla",0.452460063897764,2.8,46,6.38,4.7,3.7,NA,0.0211523895502424,"tree",16.7
"mp_acegla_10_02","mp","acegla",0.563114186851211,NA,NA,5.09,8.2,8.5,11.5,NA,"tree",NA
"mp_acegla_11","mp","acegla",0.508523985239852,1.8,45.4,3.54,2.016,NA,NA,0.0399897615814949,"tree",25.4
"mp_acegla_11_02","mp","acegla",NA,NA,NA,NA,NA,NA,NA,0.0248139464403249,NA,NA
"mp_acegla_2","mp","acegla",0.453255033557047,2.8,47.7,2.68,1.126,NA,NA,0.0444660480677393,"tree",16.9
"mp_acegla_3","mp","acegla",0.525394736842105,2.5,47,6.39,3.3,3.4,2.1,0.0524268596570592,"tree",19.2
"mp_acegla_4","mp","acegla",0.417931873479319,2.8,48,3.36,1.959,1.595,1.44,0.0263824209189298,"tree",17.3
"mp_acegla_5","mp","acegla",0.4955,2.4,43.9,4.8,6.2,3.5,3,0.0195615718428843,"tree",18.4
"mp_acegla_7","mp","acegla",0.513269230769231,2.4,46,6.38,4.482,7.672,7.287,0.0272879986037859,"tree",19.6
"mp_acegla_8","mp","acegla",0.547364016736402,2.4,45.4,6.38,3.5,NA,NA,0.0287864575344216,"tree",18.6
"mp_acegla_9","mp","acegla",0.492181208053691,2.3,45.5,4.8,3.3,NA,NA,0.0236439529250012,"tree",19.5
"mp_alninc_1","mp","alninc",0.362181818181818,42,47.56,4.94,3,4,3.5,0.0309471796176898,"shrub",11.3
"mp_alninc_10","mp","alninc",0.430197740112994,32.8,59.6,7.14,6.8,5.9,8.5,0.0592444387950217,"shrub",18.2
"mp_alninc_2","mp","alninc",0.381472222222222,4.2,62.9,3.14,2.6,3,NA,0.064762045516238,"shrub",15.1
"mp_alninc_3","mp","alninc",0.405782122905028,4.1,64.2,6.68,5,5.4,6.1,0.0527986796870368,"shrub",15.7
"mp_alninc_4","mp","alninc",0.418521505376344,39.2,49.1,4.8,8.1,6.4,NA,0.0351892676127055,"shrub",12.5
"mp_alninc_5","mp","alninc",0.411315789473684,40.8,47,4.47,4,NA,NA,0.0293255362217155,"shrub",11.5
"mp_alninc_6","mp","alninc",0.361128048780488,36.7,46.2,4.48,5.9,4.8,2.4,0.0396056054516891,"shrub",12.6
"mp_alninc_7","mp","alninc",0.354005934718101,34.1,49.4,6.38,5.3,5.8,4,0.0535886190156132,"shrub",14.5
"mp_alninc_8","mp","alninc",0.405674157303371,33.2,39.2,NA,7.4,5.1,3.4,0.0299817398463776,"shrub",11.8
"mp_alninc_9","mp","alninc",0.413315789473684,NA,NA,4.65,2.7,NA,NA,0.022378964542046,"shrub",NA
"mp_alnvir_1","mp","alnvir",0.469487870619946,35.4,47.7,3.39,1.7,1.7,2,0.0478567030812538,"shrub",13.5
"mp_alnvir_10","mp","alnvir",NA,2.8,48.4,6.64,7.2,10.6,9.6,0.0616180540934054,"shrub",17.6
"mp_alnvir_2","mp","alnvir",0.472243767313019,38.1,46.6,4.91,3.7,3.1,3.3,0.0337790408245658,"shrub",12.2
"mp_alnvir_3","mp","alnvir",0.425893333333333,32.5,48.8,2.52,2.4,2.5,2,0.0426471260612662,"shrub",15
"mp_alnvir_4","mp","alnvir",0.480807799442897,22.7,47.8,4.74,9.1,NA,NA,0.049158024561684,"shrub",21.1
"mp_alnvir_5","mp","alnvir",0.446030769230769,2.7,48.6,3.78,3,2.1,1.7,0.0575032326037051,"shrub",17.9
"mp_alnvir_6","mp","alnvir",0.433519061583578,3.6,48.5,5.35,6.5,NA,NA,0.038940985431101,"shrub",13.7
"mp_alnvir_7","mp","alnvir",0.516622807017544,2.9,47.7,5.14,6,5.2,5.1,0.0396910789951433,"shrub",16.5
"mp_alnvir_8","mp","alnvir",0.449184952978056,4.2,47.8,2.85,1.321,NA,NA,0.0267878686715555,"shrub",11.5
"mp_alnvir_9","mp","alnvir",0.472172619047619,2.2,47.1,3.36,2.743,7.978,NA,NA,"shrub",21.4
"mp_amealn_1","mp","amealn",0.478053691275168,4.2,58,1.43,1.308,1.324,1.721,0.0766047933980275,"shrub",13.8
"mp_amealn_10","mp","amealn",0.544305263157895,3.6,57.7,2.97,3.107,NA,NA,0.0424105386321178,"shrub",16.1
"mp_amealn_11","mp","amealn",0.464620060790274,2.5,47.7,4.41,2.4,2.6,2.7,0.0488039139062487,"shrub",19.2
"mp_amealn_12","mp","amealn",0.576763636363636,2.7,44.8,4.07,3.4,NA,NA,0.0325231969343517,"shrub",16.9
"mp_amealn_2","mp","amealn",0.599102564102564,4.2,58.8,0.46,1.374,1.529,1.738,0.0462197399950856,"shrub",14.1
"mp_amealn_3","mp","amealn",0.619522058823529,2.8,56.5,2.83,1.917,2.21,NA,0.0516520344804344,"shrub",20.3
"mp_amealn_4","mp","amealn",0.489391634980989,4.2,58,1.92,1.416,1.342,0.965,0.190613482271024,"shrub",13.9
"mp_amealn_5","mp","amealn",0.535714285714286,2.9,57.2,1.98,1.776,NA,NA,0.0474028239665322,"shrub",19.8
"mp_amealn_6","mp","amealn",0.585178041543027,3.9,57.6,2.8,2.205,3.361,2.652,0.0395774362606513,"shrub",14.9
"mp_amealn_7","mp","amealn",0.547094339622642,3.7,57.2,2.29,2.524,3.555,2.519,0.0433652518272933,"shrub",15.5
"mp_amealn_8","mp","amealn",0.627319587628866,4,57.5,2.46,1.915,1.953,1.72,0.0451179587540053,"shrub",14.2
"mp_amealn_9","mp","amealn",0.549272030651341,3.9,58.3,2.25,3.767,2.676,3.091,0.0591067886514032,"shrub",15.1
"mp_corsto_1","mp","corsto",0.336359649122807,3.3,45.7,1.86,0.833,NA,NA,0.0430804199809766,"shrub",13.7
"mp_corsto_10","mp","corsto",0.461358024691358,NA,NA,3.48,1.574,1.605,1.762,0.0486889946367375,"shrub",NA
"mp_corsto_10_02","mp","corsto",NA,2.7,49.8,NA,NA,NA,NA,0.00546241969925632,NA,18.2
"mp_corsto_2","mp","corsto",0.444186046511628,3,45.9,3.85,1.442,0.91,1.092,0.0240121260512385,"shrub",15.2
"mp_corsto_20","mp","corsto",0.411279461279461,2.6,50.1,4.25,3.336,1.879,NA,0.0539135280982138,"shrub",19.3
"mp_corsto_3","mp","corsto",0.377308868501529,2.3,47.3,2.97,3.665,NA,NA,0.0406824882966307,"shrub",20.6
"mp_corsto_5","mp","corsto",0.513651877133106,3.2,45.4,3.71,2.717,NA,NA,0.0283811494026473,"shrub",14.2
"mp_corsto_6","mp","corsto",0.431540616246499,2.4,45.3,2.74,1.77,NA,NA,0.0278629353781848,"shrub",19.2
"mp_corsto_7","mp","corsto",0.324814814814815,2.5,46.1,2.31,1.129,NA,NA,0.024248660897501,"shrub",18.8
"mp_corsto_8","mp","corsto",0.426955128205128,2.8,46.9,1.12,1.987,NA,NA,NA,"shrub",16.7
"mp_corsto_9","mp","corsto",0.478521126760563,2.8,46.2,2.02,2.021,NA,NA,0.0287348308280708,"shrub",16.8
"mp_loninv_10","mp","loninv",0.426069651741294,2.9,50.1,1.11,0.655,NA,NA,0.0299640192746401,"shrub",17.2
"mp_loninv_11","mp","loninv",0.371029411764706,2.7,49.7,2.42,1.834,NA,NA,0.0345484782735603,"shrub",18.1
"mp_loninv_12","mp","loninv",0.41484126984127,3.2,51.5,2.88,1.431,NA,NA,0.0382326747955961,"shrub",16
"mp_loninv_13","mp","loninv",0.402551020408163,2.8,51,1.71,1.214,NA,NA,NA,"shrub",18.2
"mp_loninv_3","mp","loninv",0.409695652173913,3.1,52.6,1.48,1.643,NA,NA,0.0521733158088407,"shrub",16.8
"mp_loninv_5","mp","loninv",0.402682926829268,3.3,50.5,1.19,1.285,NA,NA,0.0338229954986787,"shrub",15.5
"mp_loninv_6","mp","loninv",0.470157232704402,2.5,50.6,1,1.17,1.262,1.044,0.0357953098923774,"shrub",20.6
"mp_loninv_7","mp","loninv",0.441013986013986,NA,NA,2.28,0.961,NA,NA,0.0423408212280782,"shrub",NA
"mp_loninv_8","mp","loninv",0.412632786885246,3.8,53,1.05,0.918,0.83,1.072,NA,"shrub",13.9
