,site,species,no,date,dist.top,dist.btm,ht.cm,dbh,dbh2,dbh3,stem.vol,stem.weight
96,sm,shecan,7,01-Jun,NA,NA,181.2,1.935,NA,NA,NA,1191.4
97,sm,shecan,8,01-Jun,NA,NA,137.6,2.125,NA,NA,NA,1363.9
98,sm,shecan,9,01-Jun,13,8,NA,3.968,NA,NA,NA,1288.5
99,sm,shecan,10,01-Jun,NA,NA,224.6,3.436,NA,NA,NA,1152.6
100,sm,shecan,11,01-Jun,NA,NA,164.3,1.768,NA,NA,NA,850.9
101,sm,shecan,12,01-Jun,NA,NA,121.5,1.241,NA,NA,NA,1432.1
165,sm,shecan,16,05-Jun,NA,NA,173.5,26.7,NA,NA,1.65,753.4
884,sm,sorsco,1,30-May,NA,NA,555.8,3.8,NA,NA,NA,2382
885,sm,sorsco,4,30-May,NA,NA,200.4,1.74,NA,NA,NA,2080.5
972,sm,sorsco,5,01-Jun,NA,NA,229.7,1.738,NA,NA,NA,1097.9
923,sm,sorsco,6,03-Jun,NA,NA,449.6,2.1,NA,NA,2.61,1284.9
960,sm,sorsco,7,01-Jun,6,5,NA,2.628,NA,NA,NA,998.9
940,sm,sorsco,9,04-Jun,9,8,NA,6.1,6.9,6.6,3.06,1171.5
954,sm,sorsco,10,04-Jun,NA,NA,270.6,3.7,5.6,4.8,3.52,1275.2
974,sm,sorsco,11,01-Jun,7,6,NA,6.3,NA,NA,NA,927.2
937,sm,sorsco,12,03-Jun,NA,NA,333.8,2.9,4,NA,3.22,1287.9
955,sm,sorsco,12_02,04-Jun,5,3,NA,3.7,5.7,3.5,3.25,1234
888,sm,spibet,1,29-May,NA,NA,48.9,NA,NA,NA,NA,349.9
889,sm,spibet,2,29-May,NA,NA,50.6,NA,NA,NA,NA,384.2
890,sm,spibet,3,29-May,NA,NA,58.2,NA,NA,NA,NA,730.2
891,sm,spibet,4,29-May,NA,NA,55.4,NA,NA,NA,NA,509.5
892,sm,spibet,5,29-May,NA,NA,65.9,NA,NA,NA,NA,714.1
893,sm,spibet,6,29-May,NA,NA,77.1,NA,NA,NA,NA,508.6
894,sm,spibet,7,29-May,NA,NA,90.5,NA,NA,NA,NA,318.4
895,sm,spibet,8,29-May,NA,NA,64.7,NA,NA,NA,NA,1071.3
896,sm,spibet,9,29-May,NA,NA,61.7,NA,NA,NA,NA,552.3
897,sm,spibet,10,29-May,NA,NA,75.5,NA,NA,NA,NA,280.8
912,sm,spidou,1,31-May,NA,NA,73.5,0.654,NA,NA,NA,499.9
900,sm,spidou,2,31-May,NA,NA,96.5,0.772,NA,NA,NA,749
914,sm,spidou,3,31-May,NA,NA,73.1,0.553,NA,NA,NA,987.1
915,sm,spidou,4,31-May,NA,NA,91.4,0.925,NA,NA,NA,761
956,sm,spidou,5,31-May,NA,NA,94.8,0.894,NA,NA,NA,352.6
957,sm,spidou,6,31-May,NA,NA,77.1,0.86,NA,NA,NA,683.4
971,sm,spidou,7,31-May,NA,NA,55.5,0.483,NA,NA,NA,646.7
932,sm,spidou,8,31-May,NA,NA,57.3,0.435,NA,NA,NA,574.7
933,sm,spidou,9,31-May,NA,NA,63.9,0.568,NA,NA,NA,355.5
934,sm,spidou,10,31-May,NA,NA,93.6,0.832,NA,NA,NA,575.6
936,sm,spipyr,1,01-Jun,NA,NA,101.2,0.838,NA,NA,NA,601.9
964,sm,spipyr,2,01-Jun,NA,NA,87.1,0.674,NA,NA,NA,978.7
952,sm,spipyr,3,01-Jun,NA,NA,99.6,0.82,NA,NA,NA,800.6
953,sm,spipyr,4,01-Jun,NA,NA,67.7,0.562,NA,NA,NA,878.9
967,sm,spipyr,5,01-Jun,NA,NA,90.7,0.647,NA,NA,NA,610.1
968,sm,spipyr,6,01-Jun,NA,NA,96.1,0.585,NA,NA,NA,638
985,sm,spipyr,7,01-Jun,NA,NA,72.8,0.625,NA,NA,NA,462.3
979,sm,spipyr,8,01-Jun,NA,NA,11.5,0.658,NA,NA,NA,352.1
902,sm,spipyr,9,01-Jun,NA,NA,136.3,0.972,NA,NA,NA,522
903,sm,spipyr,10,01-Jun,NA,NA,104.5,0.513,NA,NA,NA,676.6
969,sm,symalb,2,04-Jun,NA,NA,155.2,1.607,1.718,1.932,1.81,100.8
898,sm,symalb,4,29-May,NA,NA,139.3,1.14,NA,NA,NA,433.2
935,sm,symalb,5,31-May,NA,NA,105.1,1.099,NA,NA,NA,778.2
963,sm,symalb,6,31-May,NA,NA,138.7,1.217,NA,NA,NA,1347.2
886,sm,symalb,7,30-May,NA,NA,149,1.176,0.956,NA,NA,1485.9
987,sm,symalb,8,01-Jun,NA,NA,128.4,1.178,NA,NA,NA,926.8
951,sm,symalb,9,31-May,NA,NA,113.7,0.915,NA,NA,NA,477.5
899,sm,symalb,11,29-May,NA,NA,127.1,1.27,NA,NA,NA,1008.5
905,sm,symalb,12,01-Jun,NA,NA,108.5,0.735,NA,NA,NA,1449.5
970,sm,symalb,12_02,04-Jun,NA,NA,87.6,0.748,NA,NA,1.46,720.7
980,sm,symalb,9_02,04-Jun,NA,NA,160.2,1.511,1.069,1.261,2.54,1443.9
925,sm,vacmem,1,03-Jun,NA,NA,68.9,0.73,NA,NA,2.2,1239.3
913,sm,vacmem,2,03-Jun,NA,NA,76.1,0.785,NA,NA,2.3,1195
927,sm,vacmem,3,03-Jun,NA,NA,64.6,0.692,NA,NA,2.35,1234.4
928,sm,vacmem,4,03-Jun,NA,NA,75.8,0.846,NA,NA,1.8,869.8
929,sm,vacmem,5,03-Jun,NA,NA,55.6,0.665,NA,NA,1.8,956.8
943,sm,vacmem,6,03-Jun,NA,NA,59.5,0.475,NA,NA,1.2,672.4
944,sm,vacmem,7,03-Jun,NA,NA,47,0.44,NA,NA,1.91,1002
977,sm,vacmem,8,04-Jun,NA,NA,60.9,0.748,NA,NA,3.02,879.3
946,sm,vacmem,9,04-Jun,NA,NA,55,0.878,NA,NA,2.7,1358.9
866,sm,vacmem,10,04-Jun,NA,NA,56.9,0.772,NA,NA,2.65,1494.9
874,sm,vibedu,1,30-May,NA,NA,107.8,0.768,NA,NA,NA,1992.4
973,sm,vibedu,5,03-Jun,NA,NA,143.5,0.659,NA,NA,2.43,1064.3
887,sm,vibedu,7,29-May,NA,NA,235,1.72,NA,NA,NA,2420.6
939,sm,vibedu,8,31-May,NA,NA,131.6,0.898,NA,NA,NA,1097.7
45,sm,vibedu,9,30-May,NA,NA,176.1,1.26,NA,NA,NA,3241.2
916,sm,vibedu,10,30-May,NA,NA,143.4,8.73,NA,NA,NA,2321.1
901,sm,vibedu,12,29-May,NA,NA,160.4,1.37,NA,NA,NA,2937.8
876,sm,vibedu,19,05-Jun,NA,NA,191.1,1.669,NA,NA,2.55,1197
877,sm,vibedu,20,05-Jun,NA,NA,193.6,1.913,NA,NA,3.05,1235.7
867,sm,vibedu,11_02,04-Jun,NA,NA,196.8,1.004,NA,NA,2.83,925.2
