sample,site,species,no.x,vol,stem.weight,ssd,Weight..mg.,per.N,per.C,C.N,type,ht,dbh,dbh2,dbh3,no.y,lma
sm_sorsco_12_02,sm,sorsco,12_02,3.25,1234,379.6923077,4.33,4.1,44.8,10.9,shrub,5.48,3.7,5.7,3.5,12_02,5.542710541
sm_sorsco_4,sm,sorsco,4,4.79,2080.5,434.34238,3.85,3.7,46.3,12.7,shrub,2,1.74,NA,NA,4,3.300755693
sm_sorsco_5,sm,sorsco,5,2.57,1097.9,427.1984436,3.82,3.4,44.6,13.2,shrub,2.3,1.738,NA,NA,5,2.77228728
sm_sorsco_6,sm,sorsco,6,2.61,1284.9,492.2988506,3.9,4,46.8,11.7,shrub,4.5,2.1,NA,NA,6,3.77697555
sm_sorsco_7,sm,sorsco,7,2.65,998.9,376.9433962,4.13,4,44.6,11.2,shrub,4.8,2.628,NA,NA,7,3.68676481
sm_sorsco_9,sm,sorsco,9,3.06,1171.5,382.8431373,4.66,4.3,46.1,10.7,shrub,5.6,6.1,6.9,6.6,9,5.022141805
sm_spibet_1,sm,spibet,1,0.81,349.9,431.9753086,3.96,3,46.5,15.6,shrub,0.49,NA,NA,NA,1,2.156068429
sm_spibet_10,sm,spibet,10,0.83,280.8,338.313253,4.22,2.8,45.9,16.6,shrub,0.76,NA,NA,NA,10,2.584787186
sm_spibet_2,sm,spibet,2,0.86,384.2,446.744186,4.37,3,46.7,15.8,shrub,0.51,NA,NA,NA,2,2.204451064
sm_spibet_3,sm,spibet,3,1.46,730.2,500.1369863,4.37,2.4,46,19,shrub,0.58,NA,NA,NA,3,2.369383651
sm_spibet_4,sm,spibet,4,1.15,509.5,443.0434783,3.72,3.2,47.1,14.7,shrub,0.55,NA,NA,NA,4,1.681854671
sm_spibet_5,sm,spibet,5,1.56,714.1,457.7564103,4.74,2.3,46.5,20,shrub,0.66,NA,NA,NA,5,3.000201323
sm_spibet_6,sm,spibet,6,1.26,508.6,403.6507937,4.35,3.4,47.3,14.1,shrub,0.77,NA,NA,NA,6,2.432977123
sm_spibet_7,sm,spibet,7,1.06,318.4,300.3773585,4.13,3.4,47.4,13.8,shrub,0.9,NA,NA,NA,7,1.844336029
sm_spibet_8,sm,spibet,8,2.07,1071.3,517.5362319,3.84,3.8,46.6,12.4,shrub,0.65,NA,NA,NA,8,1.779275221
sm_spibet_9,sm,spibet,9,1.12,552.3,493.125,3.81,3.8,46.3,12.3,shrub,0.62,NA,NA,NA,9,1.611989925
sm_spipyr_1,sm,spipyr,1,1.36,601.9,442.5735294,4.74,3.1,47.4,15.4,shrub,1.01,0.838,NA,NA,1,2.478504188
sm_spipyr_10,sm,spipyr,10,1.96,676.6,345.2040816,3.94,3.7,48.4,13.1,shrub,1.04,0.513,NA,NA,10,2.268440054
sm_spipyr_2,sm,spipyr,2,2.33,978.7,420.0429185,3.67,2.9,47.3,16.4,shrub,0.87,0.674,NA,NA,2,2.750925145
sm_spipyr_3,sm,spipyr,3,2.15,800.6,372.372093,3.54,3.6,47.6,13.2,shrub,1,0.82,NA,NA,3,2.16691256
sm_spipyr_4,sm,spipyr,4,1.67,878.9,526.2874251,4.04,3.6,46.6,13.1,shrub,0.68,0.562,NA,NA,4,2.123786216
sm_spipyr_5,sm,spipyr,5,1.24,610.1,492.016129,3.77,3.4,47.8,14,shrub,0.91,0.647,NA,NA,5,2.141135948
sm_spipyr_6,sm,spipyr,6,1.36,638,469.1176471,4.01,3.2,47.9,14.9,shrub,0.96,0.585,NA,NA,NA,NA
sm_spipyr_7,sm,spipyr,7,1.13,462.3,409.1150442,4.3,4,48.4,12.1,shrub,0.73,0.625,NA,NA,7,1.791996221
sm_spipyr_8,sm,spipyr,8,0.97,352.1,362.9896907,4.55,4.2,46.8,11.1,shrub,0.12,0.658,NA,NA,8,1.862009513
sm_spipyr_9,sm,spipyr,9,1.17,522,446.1538462,3.99,3.8,48.9,12.9,shrub,1.36,0.972,NA,NA,9,2.417216738
sm_symalb_11,sm,symalb,11,2.03,1008.5,496.7980296,4.77,3.4,45.4,13.2,shrub,1.27,1.27,NA,NA,11,2.512942808
sm_symalb_12,sm,symalb,12,2.57,1449.5,564.0077821,4.49,2.5,46.2,18.5,shrub,1.08,0.735,NA,NA,12,7.478410298
sm_symalb_12_02,sm,symalb,12_02,1.46,720.7,493.630137,NA,NA,NA,NA,shrub,0.88,0.748,NA,NA,12_02,3.320104302
sm_symalb_2,sm,symalb,2,1.81,100.8,55.69060773,4.25,4.8,47.5,10,shrub,1.55,1.607,1.718,1.932,2,3.452228122
sm_symalb_4,sm,symalb,4,0.83,433.2,521.9277108,3.55,3.2,47,14.7,shrub,1.39,1.14,NA,NA,4,3.688817619
sm_symalb_5,sm,symalb,5,1.54,778.2,505.3246753,3.9,2.7,47,17.7,shrub,1.05,1.099,NA,NA,5,5.99650233
sm_symalb_6,sm,symalb,6,2.42,1347.2,556.6942149,4.14,3.1,46.5,15,shrub,1.39,1.217,NA,NA,6,3.39778893
sm_symalb_7,sm,symalb,7,2.65,1485.9,560.7169811,4.19,2.6,47.5,18.6,shrub,1.49,1.176,0.956,NA,7,5.133844712
sm_symalb_8,sm,symalb,8,1.68,926.8,551.6666667,3.7,2.7,47.2,17.7,shrub,1.28,1.178,NA,NA,8,4.128137057
sm_symalb_9,sm,symalb,9,0.96,477.5,497.3958333,3.82,2.5,45.9,18.7,shrub,1.14,0.915,NA,NA,9,4.554572151
sm_vacmem_1,sm,vacmem,1,2.2,1239.3,563.3181818,3.72,3.2,21.5,6.8,shrub,0.69,0.73,NA,NA,1,1.774755574
sm_vacmem_10,sm,vacmem,10,2.65,1494.9,564.1132075,4.15,2.7,36.9,13.8,shrub,0.57,0.772,NA,NA,10,2.97736229
sm_vacmem_2,sm,vacmem,2,2.3,1195,519.5652174,4.26,2.9,39,13.6,shrub,0.76,0.785,NA,NA,2,1.389365747
sm_vacmem_3,sm,vacmem,3,2.35,1234.4,525.2765957,4.49,2.7,36.9,13.5,shrub,0.65,0.692,NA,NA,3,0.276383147
sm_vacmem_4,sm,vacmem,4,1.8,869.8,483.2222222,4.06,2.7,36.1,13.4,shrub,0.76,0.846,NA,NA,4,2.787141786
sm_vacmem_5,sm,vacmem,5,1.8,956.8,531.5555556,4.29,2.8,36.5,13.1,shrub,0.56,0.665,NA,NA,5,1.674291553
sm_vacmem_6,sm,vacmem,6,1.2,672.4,560.3333333,3.79,2.3,35.8,15.3,shrub,0.6,0.475,NA,NA,6,1.563121674
sm_vacmem_7,sm,vacmem,7,1.91,1002,524.6073298,4.24,2.8,35.2,12.6,shrub,0.47,0.44,NA,NA,7,1.680435514
sm_vacmem_8,sm,vacmem,8,3.02,879.3,291.1589404,4.02,2.4,35.3,14.9,shrub,0.61,0.748,NA,NA,8,1.731222228
sm_vacmem_9,sm,vacmem,9,2.7,1358.9,503.2962963,4.01,2.3,37.1,15.9,shrub,0.55,0.878,NA,NA,9,3.754855377
sm_vibedu_1,sm,vibedu,1,4.81,1992.4,414.2203742,3.86,2.6,45.5,17.5,shrub,1.08,0.768,NA,NA,1,3.075909829
sm_vibedu_10,sm,vibedu,10,5.14,2321.1,451.5758755,3.9,2.9,48.4,16.7,shrub,1.43,8.73,NA,NA,10,3.177979303
sm_vibedu_11,sm,vibedu,11,2.83,925.2,326.9257951,4.72,4.2,48,11.4,shrub,1.97,1.004,NA,NA,11,2.587316671
sm_vibedu_12,sm,vibedu,12,6.43,2937.8,456.8895801,3.92,3,47.6,15.9,shrub,1.6,1.37,NA,NA,12,3.909260301
sm_vibedu_19,sm,vibedu,19,2.55,1197,469.4117647,4.03,1.7,47.3,27.2,shrub,1.91,1.669,NA,NA,19,3.647350309
sm_vibedu_20,sm,vibedu,20,3.05,1235.7,405.147541,3.89,2.3,46.7,20.2,shrub,1.94,1.913,NA,NA,20,4.081113296
sm_vibedu_5,sm,vibedu,5,2.43,1064.3,437.9835391,3.84,3.6,47.5,13.2,shrub,1.44,0.659,NA,NA,5,2.807160247
sm_vibedu_7,sm,vibedu,7,5.18,2420.6,467.2972973,4.26,2.7,47.6,18,shrub,2.35,1.72,NA,NA,7,4.72632618
sm_vibedu_8,sm,vibedu,8,2.61,1097.7,420.5747126,4.41,2.4,48.5,20.6,shrub,1.32,0.898,NA,NA,8,4.433351663
sm_vibedu_9,sm,vibedu,9,6.78,3241.2,478.0530973,4.08,2.9,49.6,17.2,shrub,1.76,1.26,NA,NA,9,2.880879897
